beer_ABV,beer_beerId,beer_brewerId,beer_name,beer_style,review_appearance,review_aroma,review_overall,review_palate,review_profileName,review_taste,review_text,review_time
8.2,13174,202,Drafting Room 10th Anniversary Ale,Doppelbock,4/5,7/10,16/20,4/5,Guinness4Duff,8/10,"Bottle.  Clear mohoganey pour with a thick off white head.  Strong aroma like that of a quality dark German lager, a little malty with a good hop presence.  Nice flavor, a little sweet, a little roasted and a nice hop finish with an extra little nutty roastedness to it.  Nice body to it as well, a nicely put together beer.",1219190400
8.2,13174,202,Drafting Room 10th Anniversary Ale,Doppelbock,3/5,8/10,15/20,3/5,BeerLimey,7/10,"Clear reddish brown, good head formation. Rich, malty, dark fruit, burnt alcohol aroma. Sweet bready malt flavor, burnt raisins, slightly charred dryish finish. Alcohol evident but fairly easy drinking.",1131580800
5.4,1204,202,Drafting Room 10th Anniversary Ale,American Pale Ale,3/5,5/10,5/20,5/5,Changed,5/10,"I had it, but was drunk. Re-rate coming later. Rabble rabble rabble rabble rabble.",1241740800
5.4,1204,202,Drafting Room 10th Anniversary Ale,American Pale Ale,3/5,6/10,15/20,3/5,drfabulous,6/10,"UPDATED: JUN 28, 2009 In Pennsylvania, beer is bought by the case. So I bought a case of this. I keep hoping Penn beer will get better....but it still hovers around average. An average pale ale. Slightly hopping, but also better than most commercial brew.",1123804800
5.7,2877,505,Blue Cat Off the Rail Pale Ale,English Pale Ale,4/5,7/10,14/20,5/5,Cavie,7/10,Tap at the pub. Pours a copper/amber orange with light head. Sweet floral hops fill the nose. Quite sweet aromatically speaking. Slick mouthfeel. Floral hops and gentle soap on the flavor. Very gentle finish. What a delicate brew this is! Slight fruit on the finish.,1275091200
-,48547,3740,Baron Pils &#40;USA&#41;,Pilsener,3/5,7/10,14/20,3/5,TimE,7/10,"Med yellow color. Lemon, earthy nose. Med-full bodid, German malts very present in mouth. Dry moderately bitter finish.",1166572800
9.5,90486,3740,Baron Rumpelstiltskin Rauch Doppelbock,Smoked,5/5,7/10,15/20,4/5,luttonm,7/10,"Bourbon Barrel Doppelbock tap at Brouwers .. hopefully this is the right base beer. Thick brown head on a deep brown body. nose of oak and smoke which is heavy on the taste too. underlying beer doesnt really stand up to these heavy notes, but is a decent bock. touch sweet and coats the mouth nicely. very interesting, best from baron Ive had.",1230336000
5,46349,3740,Baron Rauchbier,Smoked,4/5,8/10,12/20,4/5,Bradrcr,6/10,"6/14/08 On draught at the Washington Brewers Festival. Aroma is classic german smoked malt through and through. Appearance is hazy gold with a moderate maintained off white head. Flavor is smoked roast malt forward with a sour finish. Mouthfeel is medium bodied with a spritzy carb texture. Overall, not a strong rausch but quite refreshing.",1214697600
-,53068,311,Oaken Barrel Epiphany,Abbey Tripel,4/5,8/10,15/20,4/5,TheBeerOrg,8/10,"On tap at Rich Os - Pours burnished golden with a mostly receding wispy off-white head. Aroma of pineapple, banana, apricot and bubble gum. Taste is fruity and estery with many of the aromatic notes combined with a gentle candi sugar sweetness. Mouthfeel is medium to full bodied with lush carbonation. A well done tripel, one of the better American examples.",1200182400
5.6,1750,311,Oaken Barrel Snake-Pit Porter,Porter,3/5,6/10,13/20,3/5,mar,6/10,bottle thanks to bu11zeye.  deep brown with a cream head.  chocolate malts and sugar.  decent on thepalate with alight sweet chocolate flavor with a slight roastiness.,1255132800
5,4754,822,DAB Original,Dortmunder/Helles,4/5,6/10,10/20,2/5,crabbey,5/10,Appearance is bright golden with a medium dissipating white head.	Nose is bread with some grassiness.	Slightly sweet with a moderate bitterness.	Body is thin with moderate carbonation. Bitter finish.	Fairly unremarkable.	500mL can.,1272153600
5,4754,822,DAB Original,Dortmunder/Helles,4/5,5/10,15/20,3/5,thornecb,7/10,"Pours bright yellow into a shaker.  Significant creamy, microbubble head billows above the glass.  Skunky.  Thin and almost without flavor -- but also without any bad flavor (and thats a difference).  Medium, dry finish.  Would be quite refreshing on a warm day...",1149552000
5,4754,822,DAB Original,Dortmunder/Helles,3/5,7/10,16/20,4/5,Colpitts,8/10,THIS BEER HAS BITE!,985651200
4.9,25840,822,Hansa Hefe Weizen,German Hefeweizen,3/5,4/10,12/20,3/5,MiP,4/10,"Bottle, 4.8%. Banana aroma. The flavour is rather thin, only hint of wheat. Very boring, I do not get any citrus or banana flavours.",1183939200
5,9326,822,DAB Dark Beer,Dunkel,3/5,4/10,14/20,3/5,raymow,7/10,Not bad. Decent dark color and foamy head. Not too harsh tasting like some German beers can be.,1073520000
5,4759,822,Hansa Export,Dortmunder/Helles,1/5,1/10,1/20,1/5,Jeppe,1/10,"Yuck! This beer is awful in every possible way. It is ugly, stinking and tastes like something that wasn't meant to be. I cannot think of a single good thing to say about this crap. It leaves your mouth with the feeling that a rat died in there and leaves me with my first perfect 0.5 !!!",1082246400
5,82308,1397,Peter Straubs Special Dark,American Dark Lager,3/5,5/10,14/20,4/5,smjohnst,8/10,This is a very solid dark beer. Not too thick and not too watered down. Straub puts out a good product.,1217635200
-,33987,4736,Bastone Brown,Brown Ale,5/5,8/10,15/20,4/5,drinkallday,10/10,"On tap at Bastone. Resembles a trappist style ale. Slight caramel, plum, and fruity notes throughtout. Full of flavor. Smooth.",1147910400
6.1,74857,7824,Rock Bottom Yorktown Nit Wit,Belgian White &#40;Witbier&#41;,3/5,7/10,12/20,3/5,sunevdj,6/10,Growler at Chrisgrill party. Pours a hazy dark yellow with a small white head. Medium sweetness. Light malt aromas. Grassy hopsnotes with hints of dough and Belgian yeast esters. Also hints of banana. Medium bodied. Medium carbonation.,1251244800
9.2,84257,7824,Rock Bottom Yorktown Valentines Double IPA,Imperial/Double IPA,4/5,8/10,16/20,4/5,DrnkMcDermott,7/10,"Draft goblet. Lovely cloudy russet color, thicker in the center, with a thin but clingy white head. Smell is just loaded with big pine resins, hop citrus and sweet malts. The taste still shows a bit of trub (just tapped yesterday), otherwise very citrusy hops again, also that cat taste I associate with Amarillos. Still, well balanced by a big malt bill. Good dose of alcohol, but not ""hot,"" more like a triple filtered vodka. A great, big beer.",1203033600
-,54077,8477,John Harvards Black Forest Porter,Porter,4/5,7/10,12/20,3/5,blank,8/10,"RFD Holidaz,  DC.  Pretty much matches the name.  Lots of cherry and choc flavors.  Kinda light for a porter,  but plenty of flavors.",1134604800
10.5,13514,2465,Chaucers Mead,Mead,3/5,6/10,15/20,3/5,papajohn,6/10,"UPDATED: JUN 3, 2008 750 ml bottle from BevMo:  Clear pale yellow color like a chardonnay. Room temp: Aroma is sweet and fruity with a wiff of alcohol. Flavor is also fruity (apple, pear) with a honey sweetness and a light orangy finish. Medium body is smooth and creamy. Chilled is pretty much the same, but the aroma is kinda flowery. Mulled it has the aroma of the added spices (cinnamon, orange peel, clove). Flavor is apple-cinnamon  sweet (like apple pie)  with a light alcohol burn..",1209254400
5,66453,2469,North By Northwest Flemish Sour Ale,Sour Ale/Wild Ale,4/5,9/10,18/20,4/5,FlacoAlto,9/10,"UPDATED: OCT 22, 2008 I first sampled this at the Bomb Factory Party and then multiple times throughout GABF 2008.  Much to Tys (the brewmaster) chagrin at times, I easily drank more of this over the long weekend than anything else.  The beer has a full gold color to it, is reasonably clear and is topped by a frothy, pale white colored head.  The aroma has a fruity / tart note of grapefruit, lots of lactic character, plus some welcome harder acidic notes that lean toward acetic and help to boost more fruit aromatic notes.  There is a touch of grassy malt towards the finish and there is a soft, lovely, funky, butyric acid stained, musty, musky, barnyard note that lies in the background of the nose and seems to just anchor the whole thing together.		The flavor is just so complex.  The sourness actually coats the palate, but is not in anyway overwhelming (at least for this sour head).  The acidity is definitely complex in character, it is dominated by lactic sourness, but it has such a nice, expressive acetic acidity to it that I really enjoy finding in my sour beers.  There is a lingering, musky, farmhouse cheese note that sort of softly intrudes on the sour parade.  This has quite a bit of fruitiness to it, that is really amplified by the complex sourness; flavors of sour apple, a touch of tart cherry notes and a richly fruity, balsamic type note each add some layered richness to this brew.  Carbonated just enough to keep the beer light and textured, the beer is quite quaffable, but definitely has a light viscousness to it that helps to soften the effect of the acidity just a bit.		This is an incredibly fantastic beer, there was a reason I drank so much of this.  I am really quite jealous that Austin has a brewery doing things like this (I wish a commercial AZ enterprise would start doing beers like this).  I really like the acetic edge that is in this beer; I am finding that I like a more dominant lactic character to be offset by acetic acid notes, as it really boosts the complexity of a brew.",1224288000
6.5,87307,2469,North By Northwest Saison 700,Saison,3/5,7/10,13/20,3/5,AmEricanbrew,6/10,"Bottle from the brewpub. Hazy dark gold with a fleeting head. Aroma is tart wheat with some mild spices. Medium body with light carbonation. Nice grainy malt, lightly tart wheat flavors with a hint of clove. Tastes more like a basic wheat ale than a Saison. Decent enough flavor,  just not what id expect from this style.",1217980800
7,49172,2469,North By Northwest Kodiak IPA,India Pale Ale &#40;IPA&#41;,4/5,8/10,16/20,3/5,mmmbeer,7/10,"Pint glass at the joint- one finger white foamy head formed and lasted several minutes, very nice lace as it was consumed, turbid light orange in appearance.  Aroma of pine and grapefruit by the bushelbasket worth.  Hits the mouth with low-medium body, malt was there but could be more heavier, very light caramel in the start, middle has a hearty hop wave come in, finish is lingering and acidic.  Nicely done IPA, and its local to boot!",1268784000
4.8,78709,378,Lion dOr Bleuets et Melon dEau,Fruit Beer,3/5,7/10,17/20,3/5,sseb69,6/10,"Bouteille 500 ml. 4.8%. Couleur jaune paille. Armes de bleuets, crales et melon. Frache en bouche, le bleuet est trs prsent, des notes de melon sensuivent. Finale fruite sans amertume. Trs bonne bire fruite dt.",1283817600
8,44516,4603,Steelback Thunder,Malt Liquor,5/5,9/10,10/20,4/5,tleafs,8/10,This is steelbacks best beer yet. You can really see an improvement from some of the other beers Steelback produces. Be careful drinking it though its 8%.,1109808000
5,21885,3468,Van Dyck Proctors Pale Ale,American Pale Ale,4/5,6/10,13/20,3/5,Sregnar35,6/10,"This isnt a bad pale ale. It has plenty of hops, but they arent really blalnced very well, and overwhelm the flavor a bit. The hops are very acidy on the palate.",1126915200
6.5,50825,2036,Plankstetten Maibock,Dunkler Bock,4/5,6/10,14/20,4/5,thebeertourist,8/10,On tap at In de Wildeman. Brown with a small beige head. Caramel nose. Tastes of nuts and caramel with just a hint of raisins. Semi-dry finish. Good body and well-carbonated. Rock solid.,1214784000
4.9,11719,2036,Plankstetten Dinkel,Specialty Grain,3/5,9/10,14/20,3/5,Koelschtrinker,7/10,"Ser, leicht getreidiger Geruch. Sehr ser Antrunk, das Bier erscheint mir CO2-arm. Im weiteren Verlauf sind die Aromen nur verhalten, das Ganze schmeckt etwas dickflssig...ich wei nicht wie ich es beschreiben soll. Wssrig, leicht herb,leicht getreidig. Sehr schn im Sommer bei den derzeitgen Hchsttemperaturen. Trotzdem htte mehr Intensitt in den Aromen nicht geschadet. 	 	Test vom 18.7.2006, Gebinde: Glasflasche 	Noten: 7,11,13,11,8,12 - 11,15",1308614400
9,67797,8187,Daisen G Beer Barley Wine,Barley Wine,4/5,8/10,14/20,4/5,omhper,8/10,"Draught at Ushi-Tora, Tokyo. (2006 and 2007 vintages side by side).  Cloudy amber. Caramelly nose with grassy hops plums and madeira. Sweet and full bodied with carefyl bitterness. The 07 version show up more pear esters and calvados. Elegant and mild barley wine.",1243036800
9.3,3800,650,Ice Harbor Barley Wine Style Ale,Barley Wine,4/5,8/10,16/20,4/5,gunhaver,8/10,"Bottle, courtesy fishingnet. Hazy amber copper pour, thin lacing and smallish head. Some caramel and sharp dry grain, some vanilla, and slight heat. Flavor is very smooth, with caramel, cocoa, some vanilla, and slight port-like qualities. Very yummy. Balanced and medium-bodied.",1243123200
9,14009,13940,Camo Genuine Ale,Malt Liquor,1/5,1/10,1/20,1/5,jmikolich,1/10,"ouch, just horrible, this is atrocious, too , similar to their black ice, this is just a cheap way to get smashed, which conveniently worked for moi.   enjoy this for getting drunk, nothing else.",1204243200
9,45149,13940,Camo 900 High Gravity Lager,Malt Liquor,2/5,2/10,8/20,2/5,Rockinout,4/10,"24oz can. Rated from glass, pounded rest from can. Pale straw color, thick white head. Has the sweetish-corn flavor with a strong alcohol flavor. Keep it cold and its not so bad for a cheap brew. Gets you buzzed for $.99 per can, more bang for the buck.",1121472000
-,19015,3148,Callahans Blueberry Wheat,Fruit Beer,3/5,7/10,11/20,3/5,mjg74,6/10,"Tap, San Diego Brewing. Medium golden pour. Strong creamy blueberry aroma. The flavor is a bit grainy with quite a bit of blueberry. Not too bad of a fruit beer.",1163030400
5.2,5258,2652,Tenaya Creek Pilsner,Pilsener,2/5,2/10,5/20,1/5,kp,2/10,"Name: Gold Medal Pilsner	Date: 12/15/2004	Mode: Draft	Source: Brewpub		clear light yellow, light sweet malt flavor, corn like sweetness, light bitterness, must be a hit with the rolling rock crowd, 		Aroma: 2/10; Appearance: 3/10; Flavor: 2/10; Palate: 2/10; Overall: 5/20	Rating: 1.2/5.0Score: 4	-------- />	The score was calculated based upon the notes and an old scoring system.",1188604800
4,50359,12124,Maxim Jinja Beer,Bitter,3/5,7/10,14/20,3/5,fonefan,7/10,"Cask (handpump) @ Triple Crown, Richmond, London, UK. Clear medium amber color with a average, frothy, good lacing, mostly lasting, off-white head. Aroma is moderate malty, caramel, fruity, light hoppy, orange, light yeasty, toffee. Flavor is moderate to light heavy sweet and bitter with a average to long duration. Body is medium, texture is oily to watery, carbonation is soft to flat. (010108)",1199750400
8.1,29191,4307,Rock Bottom King of Prussia Czars Nightmare,Imperial Stout,4/5,5/10,12/20,3/5,obxdude10,6/10,"Pitch black color, minimal tan head, the body was way too light in my opinion of an impy stout, seemed a bit watered down & thin, slight roasted flavors",1071273600
5.6,43289,4307,Rock Bottom King of Prussia Hidden Water Brown Ale,Brown Ale,3/5,7/10,13/20,3/5,DocLock,7/10,"On tap in KOP.  Coppery/ruby pour, with aroma of malt, fruit, brown sugar, and caramel.  Tastes malty, very brown sugary woth some toffee and a light fruit finish.  Not bad.",1106092800
7.5,59045,2400,Plank Dunkler Weizenbock,Weizen Bock,3/5,7/10,17/20,3/5,wetherel,7/10,Tasted from bottle at Pizza Port Strong Ale Festival 2007.  Dark color.  No other notes.,1196553600
7.8,13086,2400,Plank Heller Weizenbock,Weizen Bock,4/5,6/10,14/20,4/5,DrDavid,7/10,"Bottle.  Sweet banana aroma.  Cloudy orange amber body, large white head.  Flavor is moderately sweet banana and wheat, with apple.  Well carbonated.  Quality.",1231200000
16.2,19960,3249,Ama No To &#40;Heavens Door&#41; Tokubetsu Junmai Sake,Fruit Beer,3/5,5/10,15/20,3/5,tytoanderso,5/10,Aroma of sweet creamy rice and some tropical notes. Pours pale yellow. Decent amount of oily legs. Some rich tropical fruit on the palate. A hint of spice. Medium bodied with an alcoholic bite for a finish. Simple.,1191888000
4.6,13786,771,Snipes Mountain Sunnyside Pale Ale,Premium Bitter/ESB,3/5,6/10,13/20,3/5,Gromit,6/10,"Pours an amber color with some head but not much lacing.		Aroma is malt with a touch of hops and light fruit.		Flavor is *really* sharp from hops and really citrusy. Its not very well balanced, IMO.		Palate is acidic with a good level of carbonation. Overall its nothing special, but you might like it better than I did as its a different kind of Pale Ale. Its listed here as an ESB, but I dont think its either.",1095724800
7,68044,3107,New Albanian Bonfire of the Valkyries,Smoked,4/5,8/10,16/20,4/5,shrubber85,8/10,Growler.  Smoked meat malt aroma.  Dark black-brown color with small head.  Smoked ham and malt flavor with a light than expected body.  A very nice smoked beer - would do Bamberg proud.,1198627200
6.4,161697,3107,New Albanian Dirty Squirrel,Belgian Ale,5/5,8/10,16/20,5/5,shrubber85,8/10,Tap.  Wood/charcoal and light chocolate malt aroma.  Dark black-brown color with moderate head.  Slightly sweet chocolate malt flavor with a moderately bitter herbal hops finish.  Smooth as silk.  Very tasty.,1324512000
5.9,31050,3107,New Albanian Kaiser 2nd Reising,Pilsener,4/5,6/10,13/20,3/5,smoosh,7/10,"Draft - this is based on a ""pre-prohibition"" pilsener.  It is a pretty big one, but all of their brews are.  Slight corn sweetness in the nose and flavor.  Pretty standard pilsener appearance.  Pretty good.",1077321600
-,8067,1375,Ueli Lager Hell,Pale Lager,4/5,6/10,12/20,3/5,Bov,6/10,,992476800
3.9,26051,1471,Alameda Siskiyou Golden Ale,Brown Ale,3/5,4/10,10/20,2/5,JohnC,4/10,"This would work well  if you were out mowing the lawn on a hot day. Not the best example of a koelsch, IMHO.",1090022400
4.9,24681,2253,Australian Brewing Oz Lager,Pale Lager,4/5,7/10,16/20,4/5,Belly Full O Beer,8/10,Nice golden colour with frothy white head.  Taste is clear and smooth.  A nice refreashing beer.  Makes me realize why people from Ausralia get upset when everyone thinks Fosters is the only beer they have.  Good brew.,1095379200
5.2,3064,532,Stella Export,Pale Lager,3/5,3/10,11/20,3/5,badinplaid,4/10,"Definately a good beer when you are in Egypt...in much of the country....the only beer you can find, especially if you wander off the beaten path.  Bring home some brew from the country that first brewed beer centurines ago.",1177545600
4.5,84682,9343,Freccia Fenicia,Belgian White &#40;Witbier&#41;,4/5,4/10,10/20,2/5,JorisPPattyn,5/10,"Good white head over hazy yellow-orange beer. Very spicy nose - nothing else. Sourish; lemon juice, rounded with a light spiciness. Fiery, acidic MF, no doubt strenghtened by the ginger. The body is seriously thinned by the acids. Citric sourness is just too much to be really enjoyable.",1223164800
5,41117,5381,BBC Chapinero Porter,Porter,4/5,6/10,15/20,3/5,mansquito,6/10,This beer poured a black body and a thick creamy white head. The aroma was like chocolate and the taste was much the same. Pretty sweet. Palate was kind of thick and very creamy. Quite a nice beer in my humble opinion.,1218931200
5.2,73814,1166,Indian Wells Eastern Sierra Lager,Pale Lager,2/5,4/10,8/20,2/5,joohefner,4/10,"pours a hazy orange gold with very small head. aroma of floral grain and a light citrus vinegar. medium body and light carbonation. tastes of malt, grass, a little floral hops, and vinegar. the beer has a light bitterness. would be ok but i think the beer got infected and under carbonated.",1188345600
4.2,46109,1166,Indian Wells Piute Stout,Stout,4/5,7/10,13/20,3/5,riversideAK,7/10,"Dark brown, almost black. Aroma is sweet with a little chocolate, roast, and coffee. It also smells pasteurized, as all of the brews by Indian Wells are pasteurized. Flavor is nice. A smooth blend of chocolate and coffee with nice roasted, almost smokey undertones Dry and roasty, but super smooth. Of all the beers I have tried by Indian Wells, this is the best one so far.",1189641600
4.8,9798,1737,Spire Britannia Cream Ale,Altbier,3/5,3/10,11/20,3/5,raymondwave,4/10,"Tasting of 10 altbiers. Drops into the cathegory of too many similar alts. Easy, didnt really taste much compared to others. Very balanced I suppose. Not much of an aftertaste.",1164412800
8.5,69582,6604,Lightning Black Lightning Porter,Imperial/Strong Porter,4/5,6/10,13/20,4/5,joergen,7/10,"Bottle #15 at Papss blindtasting.	Black coloured with a huge beige head.	Roasted aroma of brett and fruits.	Roasted flavour of brett, coffee and chocolate with notes of hops.	Roasted and hoppy finish.",1243641600
9,75717,6604,Lightning Old Tempest Ale,Old Ale,3/5,7/10,11/20,3/5,bb,5/10,"Bottle. Hazy amber beer with a big dark cream colored head. Toffee, earth, caramel, and stone fruit aroma. Big stone fruit flavor with caramel. Medium body. LIngering stone fruit/summer fruit with toffee. There was this undertlying earthy, slightly ropey flavor that got bigger and more annoying and Im pretty sure the bottle was lightly infected.",1218844800
-,13435,2478,Royal Oak Pleazures IPA,India Pale Ale &#40;IPA&#41;,3/5,6/10,11/20,3/5,HogTownHarry,6/10,"Draught.  At 2006 Michigan Brewers Guild Festival.  Clear amber with a decent white head.  Grassy/funky hop aroma, some sweet malt - more a UK-style IPA in the nose.Taste is grassy and generic hop-bitter, not much malt or body  - ehh.  Weak, very lightly astringent mouthfeel - really not too good.",1153872000
4.8,98532,5290,Countryman Strong Farmhouse Cider,Classic German Pilsener,3/5,4/10,6/20,2/5,Bov,4/10,"from beerangel.de - pale golden colour, transparent and with a little white foam left; aroma of paperboard and urine; moderate malt body and oily on the tongue; some sweetness and a light herbal bitterness; more notes of carton in the finish",1261526400
5,30873,3346,Oconomowoc Black Forest Gold,Pale Lager,1/5,1/10,1/20,1/5,kramer,1/10,"12 oz bottle.  Large chunks on the bottom of a bottle of Pale Lager in never a good sign.  Pour yielded about 1 cm of beer and a pint of foam.  After multiple pours, color is a hazy golden.  Only thing I could smell in the aroma was soap.  Flavor made me cringe even more than the aroma, something akin to sour wet cardboard with notes of mold and pondwater.  Mouthfeel is thin and fizzy.  A clearly infected sample, and from the other ratings I not sure that one exists anymore.  Drain Pour.",1131926400
-,3274,566,Springfield Mueller Unfiltered Wheat,Wheat Ale,2/5,6/10,10/20,2/5,heemer77,6/10,Tap at the brewpub. The body was a hazy greenish tinted Crayola yellow with a white head. The aroma was light bananas with some light tropical mango. The taste was typical American Wheat with banana peels and a clove spice finish. It is ok for the style.,1238284800
4.2,75208,6732,Derventio Cupid,Golden Ale/Blond Ale,3/5,7/10,14/20,3/5,leaparsons,6/10,Bottle.  Golden with a small head.  Aromas are bitter citrus with light caramel and butter malts with cream.  Quite peppery.  Flavours are buttery malts with lots of spritzy yeast and woody notes.  Very bitter citrus on the finish with pine.  A bitter bitter.,1212624000
4.7,27010,3741,Boggart Sun Dial,Golden Ale/Blond Ale,2/5,2/10,2/20,1/5,duff,2/10,"Cask@St Albans Beer Festival. Undeveloped malt and bootpolish in the aroma, boiled vegetables, horrible.",1128988800
-,44340,5941,Zea Ponchartrain Porter,Porter,3/5,4/10,8/20,2/5,Lumpy,5/10,"BOttle. Husky, muddy, hay, hazy dark brown almost black with a medium beige ring of bubbles. HIGH husk, cigarettes butt, vinegar, too smokey and full of dirty muddy flavors to enjoy. What in the heel did they use for brew water? Was it run off from Bourbon street?",1149984000
-,51780,5875,Brugge Brasserie Old Dog The Grand Cru,Belgian Strong Ale,1/5,4/10,11/20,4/5,ultraspank,7/10,"Thanks to Bob, Michelle, and mostly my baby Jana for the 12th annual Indiana Microbrewers Festival today!  On tap @ the fest.  Nose of salt & vinegar, brine & pickles; and I swear Im not making this up, A-1 steak sauce.  The beer is hazy honey with melon highlights, thin head, no lace.  The brew is fruity & floral, actually not bad, the finish is melon-like and wheatish.  The medium body is creamy and soft.  Cant say that Ive had anything like it.",1185062400
-,86002,5875,Wabash Hazy Days Wheat Ale,Wheat Ale,3/5,4/10,12/20,4/5,Optigon,6/10,"Pours cloudy, orange, with a fine white head. Aroma is sweet and light. Flavor is very sweet with a moderate body. Very refreshing wheat.",1222732800
5.2,84676,5137,Leibinger Zeppelin Bier,Zwickel/Keller/Landbier,2/5,5/10,6/20,2/5,BMan1113VR,2/10,"Bottle. Pours with a large bone colored head that fades over a hazy, unattractive brown colored body. Aroma is sweet, corn, skunky, grainy and husky. Taste is burnt, nutty, metallic and very buttery (diacetyl). Pretty horrible. Fizzy, bad aftertaste.",1275264000
5.6,2957,513,Bluegrass Dark Star Porter,Porter,3/5,7/10,14/20,3/5,BeerHawk,7/10,"Bottle, best by Jul 09. Poured a dark brown with a creamy tan head. Chocolate and roasted malt aroma. The flavor had dark chocolate, roast, coffee, and light hops. Medium body and a light bitter coffee aftertaste.",1253923200
-,104066,513,Bluegrass Thick Jimmy Malt Liquor,Lambic - Fruit,3/5,7/10,15/20,3/5,StFun,6/10,"Did not like this as much as the Quad, but still another interesting Sour. Pours a murky orange color that reminds me of orange juice. Aroma is bittersweet and slightly fruity. Flavor is nice, has the same acidic profile as the Quad Lambic (which I enjoyed), with some wet hay and peaches thrown in for good measure. Very dank and musky, but very sour.",1245628800
-,127305,513,Bluegrass Bourbon Barrel Stout,Stout,3/5,7/10,13/20,2/5,jandd1983,6/10,"It poured a black color with a small off-white head. The aroma was of  some dark fruits. The flavor was pretty much some ash, roasted malts, a little vanilla, probably from the bourbon. A decent Stout.",1316736000
7.6,142112,513,Bluegrass Wooden Pat,Belgian Strong Ale,4/5,6/10,14/20,4/5,Tmoney99,6/10,Tap. Poured a clear dark copper color with an average frothy white head that mostly lasted with good lacing. Moderate toasted malt and yeast aroma. Medium body with a smooth texture and soft carbonation. Medium sweet flavor with a medium sweet finish of moderate duration. My expectations where met.,1302134400
4.19,2954,513,Bluegrass Altbier,Altbier,3/5,7/10,11/20,2/5,Murphy,5/10,"Pours with a nice head, diminishing. Body is a hazy dark brown. Appealing nose of brown sugar, light fruity hops. Palate is nutty, slighly dry, hints of metallics. Very very thin bodied. Finish has some toasted malt character, very faint. Thanks Kevin!",1157068800
11,9134,513,Bluegrass Bearded Pats Barleywine Style Ale,Barley Wine,3/5,7/10,13/20,3/5,obguthr,7/10,"Strong aroma of pineapple, wood, and yeast. Cloudy ochre colorwith a medium lasting tan head, good lacing. Strong medicny wood flavor. Very sweet, grapefruit underneath. Pineapple and yeast finish. Alcohol is evident but minimized.",1194048000
5.79,2956,513,Bluegrass American Pale Ale,American Pale Ale,4/5,6/10,9/20,3/5,LaChad,5/10,"Tap.  Foamy offwhite head, hazy orange color.  Interesting aroma of saltwater taffy, moderate malts, leather, sugar.  I liked it at first but it became a little weird as I got a bit into it.  Crisp, hoppy flavor with an unpleasantly acidic finish.  I liked the nut brown better.",1180915200
9,33748,513,Bluegrass Professor Gessers Mind Numbing Ale,Imperial/Double IPA,4/5,7/10,16/20,3/5,Cornfield,8/10,"UPDATED: OCT 6, 2006 This ale took quite some time to calm down a bit so I could drink it.  Its got a clear amber body and a HUGE creamy-yet-rocky head that settles in chunks.  Its bid grapefruit and pine hops leap ahead in the aroma, closely followed by a fruity, caramel sweetness.  The malt gathers strength in the flavor only to be quickly slammed down by an intense hop bitterness.  The finish is dry with a prolonged grapefruit & pine bitterness.  Very nice.<font size=-4><a href=http://www.ratebeer.com/Places/ShowPlace.asp? Barn, Lexington, Ky<font size=-1>",1159747200
8.5,55187,513,Bluegrass Jeffersons Reserve Bourbon Barrel Stout,Imperial Stout,4/5,6/10,13/20,4/5,yngwie,7/10,"Bottle. It pours a clear-looking, next to black body, topped by a small, beige head. The aroma is dominated by chocolate and coffee, with notes of bourbon and vanilla. The flavor follows the same pattern, mostly chocolate and coffee, with bourbon and vanilla notes. Some pure alcohol blends in. Smooth, strangely thin mouthfeel. Not thin though, just with a thin impression. Roasted finish. Easy to drink, quite flavorful. Also an example of probabley wasted bourbonising. (090116)",1235779200
8.5,55187,513,Bluegrass Jeffersons Reserve Bourbon Barrel Stout,Imperial Stout,5/5,6/10,11/20,5/5,wnoble,7/10,"On tap at Snaps steakhouse.  Pour is dense black with no head. Aroma is fairily non complex of roast, smoke, wood, some kind of sweet malt and sour whiskey. Taste is full of sweet wood and sour malt. No hop flavor, alcohol evident. An okay bourbon barrel stout but leaves some to be desired.",1280448000
7.82,24354,513,Bluegrass Luna de Miel Raspberry Meade,Mead,4/5,5/10,13/20,4/5,Tmoney99,6/10,Draft at brewpub. Poured reddish purple with an average white head that diminished slowly. Small sweet raspberry honey aroma. Medium body with a sticky texture. Heavy sweet flavor with a long smooth finish. Interesting brew.,1140912000
11,39867,513,Bluegrass Russian Imperial Porter,Imperial/Strong Porter,3/5,7/10,13/20,3/5,kp,7/10,"Date: 05/05/2007	Mode: Bottle	Source: Tasting, Yankee Go Home!		dark brown, scant head, drops of lace, rich dry dark chocolate aroma, nice sweet milk chocolate flavor with a dark chocolate bitterness, nice complex blend of chocolates, light bitterness		Aroma: 7/10; Appearance: 6/10; Flavor: 7/10; Palate: 6/10; Overall: 13/20	Rating: 3.3/5.0Drinkability: 7/10	Score: **+/4	-------- />	I would like to rerate this beer.",1188604800
10,83776,11017,Boaks Monster Mash Imperial Stout,Imperial Stout,3/5,7/10,12/20,3/5,bu11zeye,6/10,"(Bottle)  Pours a dark brown body with a small tan head.  Interesting aroma of hatch green chilies, freshly fried corn tortillas, light roastiness, cocoa, bubble gum, some pesticide, overly ripen citrus, and light tobacco.  Flavor of roasted malt, vegetable (most green pepper), caramel, nuts, and dry cocoa.  Mouthfeel and flavor is a bit on the thin side for an Imperial Stout.",1205539200
